Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
18,Canada,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,42.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,11.0,dissatisfied,13,Student at college / university,Fun,fun
20,Belarus,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,29.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Belarus,Mild,29.0,dissatisfied,10,Student at college / university,Fun,fun
20,Norway,None,moderate anxiety,14,League of Legends,Male,8.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Norway,Moderate,34.0,Extremely dissatisfied,5,Student at school,Earning while playing,fun
19,Hong Kong,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,10.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,None,11.0,Extremely satisfied,31,Student at college / university,Fun,fun
29,Canada,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,18.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,USA,None,6.0,Extremely satisfied,31,Unemployed / between jobs,Fun,winning
18,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,13.0,Satisfied,27,Student at school,Fun,fun
22,Japan,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,24.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,23.0,Slightly satisfied,25,Employed,Fun,improving
21,USA,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,unranked,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,USA,Mild,24.0,Slightly satisfied,24,Student at college / university,Fun,improving
19,UK,None,mild anxiety,5,League of Legends,Male,15.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,UK,Mild,21.0,Slightly satisfied,23,Employed,Fun,winning
21,Poland,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,25.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Poland,Moderate,32.0,Satisfied,26,Student at college / university,Fun,improving
26,Philippines,Bachelor (or equivalent),moderate anxiety,13,League of Legends,Male,14.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Mild,22.0,Slightly dissatisfied,16,Student at school,Fun,improving
19,Colombia,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Moderate,38.0,Satisfied,29,Student at college / university,Earning while playing,fun
25,China,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,41.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,USA,None,11.0,Slightly dissatisfied,16,Employed,Fun,winning
18,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,92.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,16.0,Extremely dissatisfied,8,Unemployed / between jobs,Earning while playing,winning
21,USA,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,20.0,Slightly dissatisfied,18,Student at college / university,Fun,winning
19,Chile,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,24.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Chile,None,14.0,Slightly satisfied,22,Student at college / university,Fun,fun
21,Venezuela,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,50.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Venezuela,Mild,30.0,Neutral,20,Student at college / university,Earning while playing,fun
20,USA,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,30.0,Satisfied,29,Student at college / university,Fun,improving
23,Brazil,Bachelor (or equivalent),severe anxiety,17,League of Legends,Male,25.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Brazil,None,14.0,Slightly dissatisfied,18,Unemployed / between jobs,Fun,improving
24,Argentina,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,50.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Argentina,Mild,26.0,dissatisfied,13,Student at college / university,Earning while playing,improving
28,USA,Master (or equivalent),minimal anxiety,2,League of Legends,Male,6.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,4.0,Satisfied,29,Employed,Fun,fun
23,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,9.0,dissatisfied,13,Student at college / university,Fun,winning
23,Canada,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,7.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Canada,Severe,48.0,Slightly dissatisfied,19,Unemployed / between jobs,Fun,fun
21,Hungary,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,12.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Hungary,None,4.0,Slightly satisfied,23,Student at college / university,Fun,fun
25,Germany,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,18.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Germany,None,14.0,dissatisfied,14,Employed,Fun,improving
25,USA,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,14.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,None,4.0,Slightly satisfied,24,Employed,Fun,winning
18,Bulgaria,None,minimal anxiety,0,League of Legends,Male,20.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Bulgaria,None,17.0,Slightly dissatisfied,16,Student at school,Fun,fun
22,Germany,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,15.0,Slightly dissatisfied,15,Student at college / university,Fun,fun
22,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,30.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,33.0,Extremely dissatisfied,8,Employed,Fun,fun
20,USA,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,10.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
30,USA,Bachelor (or equivalent),moderate anxiety,12,League of Legends,Female,10.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,15.0,Extremely dissatisfied,6,Employed,Fun,fun
25,USA,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,17.0,dissatisfied,12,Employed,Fun,improving
27,USA,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,21.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,13.0,Slightly satisfied,25,Unemployed / between jobs,Fun,fun
20,USA,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,10.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,Mild,23.0,Neutral,20,Student at college / university,Fun,improving
19,UK,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,35.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Mild,25.0,dissatisfied,14,Student at college / university,Earning while playing,improving
18,UK,None,minimal anxiety,2,League of Legends,Male,50.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,Moderate,38.0,Slightly satisfied,25,Student at school,Fun,fun
21,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,None,6.0,Slightly satisfied,21,Student at college / university,Fun,winning
18,Austria,None,minimal anxiety,1,League of Legends,Male,15.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Austria,None,15.0,dissatisfied,13,Student at school,Fun,fun
24,USA,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,10.0,Slightly satisfied,25,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,15.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,2.0,Slightly dissatisfied,16,Student at college / university,Fun,winning
21,Hungary,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Hungary,Moderate,32.0,Slightly satisfied,25,Employed,Fun,improving
20,Belgium,None,minimal anxiety,0,League of Legends,Male,24.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Belgium,None,6.0,Slightly dissatisfied,17,Student at school,Fun,improving
21,Mexico,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,20.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Canada,Moderate,34.0,Slightly satisfied,22,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,12.0,Slightly satisfied,25,Unemployed / between jobs,Fun,fun
20,Hungary,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,17.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Hungary,None,11.0,Slightly dissatisfied,15,Student at college / university,Fun,winning
18,Germany,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,17.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Germany,Severe,46.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
19,USA,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,18.0,diamond,5.0,Very True of me,PC,Multiplayer - online - with real life friends,USA,Severe,50.0,Slightly satisfied,23,Student at college / university,Fun,winning
21,Romania,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,30.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Romania,None,8.0,Slightly dissatisfied,17,Student at college / university,Fun,improving
18,Czech Republic,None,minimal anxiety,2,League of Legends,Male,10.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Czech Republic,None,8.0,Slightly satisfied,22,Student at school,Fun,fun
21,Germany,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Moderate,31.0,Slightly dissatisfied,15,Student at college / university,Fun,fun
21,Germany,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Moderate,31.0,Slightly dissatisfied,15,Student at college / university,Fun,fun
21,USA,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Female,21.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,18.0,Satisfied,29,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,40.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Severe,50.0,Slightly satisfied,22,Student at college / university,Fun,improving
19,Honduras,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Female,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Mild,26.0,dissatisfied,11,Employed,Fun,fun
28,USA,Master (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Moderate,33.0,dissatisfied,14,Employed,Fun,winning
18,USA,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,21.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,17.0,Slightly dissatisfied,19,Student at college / university,Fun,winning
18,Canada,None,moderate anxiety,10,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,Moderate,38.0,Slightly dissatisfied,18,Student at school,Fun,improving
24,USA,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,17.0,Satisfied,28,Student at college / university,Fun,fun
26,Turkey,Bachelor (or equivalent),moderate anxiety,11,League of Legends,Male,20.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Turkey,None,17.0,Extremely dissatisfied,9,Student at college / university,Fun,improving
19,USA,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,29.0,Extremely dissatisfied,7,Student at college / university,Fun,fun
21,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,4.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,2.0,Satisfied,30,Student at college / university,Fun,fun
25,Canada,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,12.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,18.0,Satisfied,27,Employed,Fun,fun
18,USA,None,minimal anxiety,4,League of Legends,Male,4.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,None,11.0,Slightly dissatisfied,17,Student at college / university,Fun,improving
25,USA,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,3.0,silver,1.0,Not Very True of me,PC,singleplayer,USA,None,17.0,Slightly satisfied,24,Employed,Fun,fun
18,Germany,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,55.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Unknown,None,20.0,Extremely dissatisfied,9,Student at school,Fun,improving
20,Venezuela,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Venezuela,None,5.0,dissatisfied,14,Student at college / university,Fun,winning
21,Panama,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,14.0,Extremely dissatisfied,9,Unemployed / between jobs,Fun,improving
19,Sweden,None,minimal anxiety,0,League of Legends,Male,100.0,diamond,3.0,Moderately True of me,PC,singleplayer,Sweden,None,10.0,Extremely dissatisfied,7,Student at college / university,Earning while playing,winning
21,UK,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,UK,Moderate,38.0,Slightly dissatisfied,17,Student at college / university,Fun,improving
19,Brazil,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,28.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Brazil,None,19.0,Slightly satisfied,22,Student at college / university,Fun,fun
22,Finland,Bachelor (or equivalent),moderate anxiety,13,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Finland,None,18.0,dissatisfied,14,Student at college / university,Fun,fun
19,Russia,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,24.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,Severe,48.0,dissatisfied,13,Student at college / university,Earning while playing,winning
18,UK,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,Moderate,37.0,Slightly dissatisfied,15,Student at school,Fun,winning
18,Japan,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,19.0,Satisfied,28,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,21.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,16.0,Slightly dissatisfied,17,Employed,Fun,improving
23,Germany,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,25.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,28.0,Slightly satisfied,24,Student at college / university,Fun,improving
20,Canada,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,40.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Canada,None,15.0,Slightly satisfied,24,Employed,Fun,fun
25,UK,High school diploma (or equivalent),mild anxiety,7,League of Legends,Female,25.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,None,2.0,dissatisfied,10,Employed,Fun,fun
18,Unknown,None,mild anxiety,8,League of Legends,Female,50.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Severe,49.0,Extremely dissatisfied,6,Student at school,Fun,improving
21,Turkey,High school diploma (or equivalent),severe anxiety,19,League of Legends,Female,14.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Very Severe,68.0,Slightly satisfied,25,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,35.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,14.0,Extremely satisfied,31,Student at college / university,Fun,fun
18,Finland,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Female,2.0,silver,2.0,Somewhat True of me,PC,singleplayer,Finland,Moderate,33.0,Neutral,20,Student at school,Fun,improving
22,Brazil,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Brazil,Mild,26.0,Satisfied,29,Student at college / university,Fun,improving
19,Austria,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Austria,None,4.0,Extremely satisfied,32,Employed,Fun,improving
18,Spain,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Spain,Mild,23.0,Extremely dissatisfied,9,Student at college / university,Fun,winning
24,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,singleplayer,USA,None,3.0,Slightly satisfied,22,Unemployed / between jobs,Fun,improving
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,8.0,dissatisfied,10,Student at college / university,Fun,fun
21,Canada,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,singleplayer,Canada,None,2.0,Slightly satisfied,23,Employed,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,12.0,Satisfied,28,Student at school,Fun,winning
24,USA,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Mild,23.0,dissatisfied,13,Student at college / university,Fun,improving
20,France,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Female,15.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,France,Moderate,37.0,Neutral,20,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Female,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,4.0,Neutral,20,Student at college / university,Fun,fun
20,Sweden,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Sweden,None,8.0,Satisfied,27,Employed,Fun,fun
27,Germany,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,2.0,Extremely satisfied,31,Employed,Fun,fun
18,UK,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,40.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,8.0,dissatisfied,14,Employed,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,15.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,5.0,Slightly satisfied,22,Student at college / university,Fun,improving
18,Denmark,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,6.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Denmark,Mild,26.0,dissatisfied,10,Student at college / university,Fun,fun
19,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,25.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,11.0,Slightly satisfied,22,Student at college / university,Fun,relaxing
28,Canada,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,8.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Canada,Mild,22.0,Neutral,20,Employed,Fun,improving
18,USA,None,mild anxiety,9,League of Legends,Male,40.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,35.0,Satisfied,28,Student at school,Fun,improving
20,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,5.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,8.0,Neutral,20,Student at college / university,Fun,fun
18,Canada,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,40.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Canada,Mild,22.0,Slightly dissatisfied,18,Employed,Fun,improving
18,USA,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,12.0,Slightly satisfied,21,Student at college / university,Earning while playing,improving
19,Canada,None,minimal anxiety,2,League of Legends,Male,28.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,Moderate,35.0,dissatisfied,11,Unemployed / between jobs,Fun,fun
36,USA,Master (or equivalent),minimal anxiety,1,League of Legends,Male,5.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,17.0,Satisfied,29,Employed,Fun,improving
20,USA,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,10.0,platinum,2.0,Somewhat True of me,PC,singleplayer,USA,Mild,28.0,Slightly satisfied,21,Unemployed / between jobs,Fun,winning
19,Netherlands,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,15.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Netherlands,None,10.0,Slightly satisfied,24,Student at college / university,Fun,improving
26,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Mild,22.0,Slightly dissatisfied,16,Unemployed / between jobs,Fun,improving
18,Germany,None,mild anxiety,7,League of Legends,Male,15.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Germany,Mild,22.0,Neutral,20,Student at school,Fun,winning
18,UK,High school diploma (or equivalent),severe anxiety,15,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,UK,None,11.0,Slightly satisfied,24,Student at school,Fun,improving
19,Hong Kong,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,18.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,9.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
23,Finland,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,72.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Finland,None,14.0,Extremely dissatisfied,9,Unemployed / between jobs,Fun,improving
21,Slovakia,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,18.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Denmark,Mild,21.0,dissatisfied,14,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,15.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Moderate,31.0,dissatisfied,12,Student at college / university,Fun,fun
20,UK,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,10.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,Mild,28.0,dissatisfied,12,Employed,Fun,fun
23,Germany,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,5.0,Satisfied,27,Student at college / university,Fun,fun
23,Netherlands,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,30.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Netherlands,None,7.0,Slightly satisfied,25,Student at college / university,Fun,improving
18,USA,High school diploma (or equivalent),moderate anxiety,10,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,30.0,Neutral,20,Student at college / university,Fun,fun
19,USA,High school diploma (or equivalent),mild anxiety,7,League of Legends,Male,22.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Severe,46.0,dissatisfied,10,Student at college / university,Fun,relaxing
19,Poland,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,12.0,platinum,1.0,Not Very True of me,PC,singleplayer,Poland,Mild,21.0,Slightly dissatisfied,18,Student at college / university,Fun,fun
18,Lithuania,None,minimal anxiety,4,League of Legends,Male,40.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Lithuania,None,20.0,Neutral,20,Student at school,Earning while playing,fun
26,Australia,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Australia,None,10.0,dissatisfied,11,Unemployed / between jobs,Fun,fun
25,Unknown,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,16.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Norway,None,12.0,dissatisfied,12,Student at college / university,Fun,fun
18,South Korea,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,24.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,None,9.0,Slightly satisfied,22,Student at school,Fun,fun
21,Canada,Bachelor (or equivalent),moderate anxiety,12,League of Legends,Male,14.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Canada,Moderate,40.0,Extremely dissatisfied,9,Unemployed / between jobs,Fun,winning
18,USA,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,8.0,Satisfied,27,Student at school,Fun,improving
26,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,7.0,Slightly satisfied,23,Unemployed / between jobs,Fun,winning
26,Malaysia,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,24.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Malaysia,None,16.0,dissatisfied,10,Student at college / university,Fun,fun
