Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
18,Netherlands,None,minimal anxiety,3,League of Legends,Male,25.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Netherlands,Mild,24.0,Slightly satisfied,24,Student at school,Fun,fun
22,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Mild,21.0,Slightly satisfied,23,Student at school,Fun,fun
23,Canada,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,16.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,15.0,Slightly dissatisfied,17,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,16.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Very Severe,52.0,dissatisfied,14,Unemployed / between jobs,Fun,improving
21,France,Master (or equivalent),mild anxiety,6,League of Legends,Male,10.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,France,Severe,43.0,Slightly dissatisfied,18,Unemployed / between jobs,Fun,fun
18,USA,High school diploma (or equivalent),severe anxiety,16,League of Legends,Male,25.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Very Severe,60.0,Extremely dissatisfied,9,Employed,Fun,winning
24,USA,High school diploma (or equivalent),severe anxiety,19,League of Legends,Male,40.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Moderate,35.0,dissatisfied,11,Unemployed / between jobs,Hoping to earn,winning
19,Netherlands,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Mild,27.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
19,UK,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,78.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,UK,Mild,26.0,Extremely dissatisfied,9,Unemployed / between jobs,Fun,winning
18,Slovakia,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,30.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Slovakia,None,16.0,Satisfied,29,Student at college / university,Fun,improving
21,USA,High school diploma (or equivalent),mild anxiety,7,League of Legends,Female,15.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,9.0,Slightly satisfied,25,Student at college / university,Fun,fun
22,USA,High school diploma (or equivalent),severe anxiety,21,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Severe,45.0,Slightly dissatisfied,15,Unemployed / between jobs,Fun,fun
21,Germany,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,15.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,None,14.0,Slightly satisfied,24,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Mild,25.0,dissatisfied,14,Unemployed / between jobs,Fun,winning
19,Germany,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,10.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,22.0,Satisfied,26,Student at college / university,Fun,fun
21,Belgium,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Belgium,None,19.0,Slightly satisfied,23,Student at college / university,Fun,fun
20,Israel,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,5.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Israel,Moderate,32.0,Extremely dissatisfied,7,Unemployed / between jobs,Fun,improving
24,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Female,18.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,0.0,Satisfied,30,Employed,Fun,improving
18,USA,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,40.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Mild,22.0,Satisfied,29,Student at college / university,Fun,improving
18,Singapore,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,21.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Singapore,Mild,29.0,Slightly satisfied,22,Student at college / university,Fun,fun
21,Russia,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,30.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,8.0,Slightly satisfied,25,Student at college / university,Fun,fun
20,Germany,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,30.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Moderate,34.0,dissatisfied,13,Student at college / university,Fun,improving
18,Sweden,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,20.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with strangers,Sweden,Moderate,31.0,Satisfied,26,Student at college / university,Fun,improving
32,France,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,35.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,Severe,43.0,dissatisfied,10,Unemployed / between jobs,Fun,fun
25,South Korea,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,USA,Severe,42.0,dissatisfied,11,Student at school,Fun,winning
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,15.0,Extremely satisfied,35,Student at college / university,Fun,fun
18,France,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,25.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,France,Moderate,40.0,Slightly satisfied,23,Student at college / university,Fun,improving
21,Canada,High school diploma (or equivalent),moderate anxiety,14,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,singleplayer,Canada,None,0.0,Neutral,20,Employed,Fun,improving
30,Netherlands,Master (or equivalent),minimal anxiety,1,League of Legends,Male,14.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Netherlands,Mild,21.0,Slightly satisfied,25,Student at college / university,Fun,fun
20,USA,None,moderate anxiety,12,League of Legends,Male,8.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,22.0,dissatisfied,12,Employed,Fun,improving
18,USA,None,minimal anxiety,2,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,11.0,Satisfied,28,Student at school,Fun,winning
18,Canada,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,18.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Canada,None,7.0,Slightly satisfied,21,Student at school,Fun,fun
19,Canada,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Canada,Mild,24.0,dissatisfied,13,Unemployed / between jobs,Fun,improving
26,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,14.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,24.0,Slightly satisfied,22,Employed,Fun,winning
19,Norway,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Other,40.0,silver,2.0,Somewhat True of me,PC,singleplayer,Norway,Mild,27.0,Slightly dissatisfied,16,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,14.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Mild,21.0,Satisfied,26,Student at college / university,Fun,fun
31,Canada,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,10.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Canada,None,13.0,Satisfied,27,Employed,Fun,winning
19,USA,None,mild anxiety,7,League of Legends,Male,20.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,4.0,Extremely dissatisfied,8,Unemployed / between jobs,Fun,fun
21,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,16.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,18.0,Satisfied,27,Student at college / university,Fun,improving
18,Switzerland,None,minimal anxiety,1,League of Legends,Male,5.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Switzerland,None,7.0,Satisfied,30,Employed,Fun,improving
18,USA,None,minimal anxiety,2,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,19.0,Extremely satisfied,33,Student at school,Fun,fun
20,Greece,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Greece,None,19.0,Extremely dissatisfied,8,Unemployed / between jobs,Fun,winning
20,Ireland,None,minimal anxiety,0,League of Legends,Male,21.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Ireland,None,11.0,Slightly satisfied,22,Student at college / university,Fun,fun
18,USA,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,25.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,7.0,Slightly satisfied,22,Student at school,Fun,improving
23,Netherlands,High school diploma (or equivalent),severe anxiety,17,League of Legends,Male,30.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Netherlands,Severe,45.0,Slightly dissatisfied,15,Employed,Fun,fun
19,China,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,0.0,Slightly satisfied,21,Student at college / university,Fun,improving
22,Norway,None,minimal anxiety,1,League of Legends,Male,7.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Norway,None,15.0,Slightly satisfied,25,Employed,Fun,improving
19,USA,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,60.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Very Severe,53.0,Slightly satisfied,22,Student at college / university,Fun,improving
18,UK,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,UK,Mild,29.0,Slightly satisfied,21,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,12.0,Slightly satisfied,22,Student at college / university,Fun,improving
22,Poland,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,30.0,gold,4.0,Mostly True of me,PC,singleplayer,Poland,Mild,28.0,Extremely satisfied,31,Student at college / university,Fun,improving
24,Puerto Rico ,Bachelor (or equivalent),mild anxiety,9,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Puerto Rico,Severe,42.0,dissatisfied,14,Unemployed / between jobs,Fun,improving
22,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Very Severe,55.0,Slightly dissatisfied,15,Employed,Fun,winning
24,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Other,16.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Moderate,33.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
21,USA,High school diploma (or equivalent),severe anxiety,16,League of Legends,Female,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,33.0,Extremely dissatisfied,9,Student at college / university,Fun,improving
20,Vietnam,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,20.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,Mild,22.0,dissatisfied,13,Student at college / university,Fun,fun
27,Germany,Bachelor (or equivalent),mild anxiety,9,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Germany,None,7.0,Slightly dissatisfied,18,Unemployed / between jobs,Fun,improving
18,USA,None,minimal anxiety,4,League of Legends,Male,9.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Mild,21.0,Slightly satisfied,25,Student at school,Fun,fun
18,Netherlands,High school diploma (or equivalent),moderate anxiety,11,League of Legends,Male,20.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Netherlands,Mild,25.0,dissatisfied,11,Student at school,Fun,all
21,Greece,Bachelor (or equivalent),mild anxiety,9,League of Legends,Male,35.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Greece,None,12.0,Slightly dissatisfied,18,Student at college / university,Fun,winning
26,Germany,Master (or equivalent),minimal anxiety,1,League of Legends,Female,3.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,None,7.0,Extremely satisfied,33,Student at college / university,Fun,improving
18,Denmark,None,minimal anxiety,1,League of Legends,Male,12.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Denmark,None,10.0,Satisfied,27,Student at school,Fun,fun
22,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,45.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,10.0,Neutral,20,Employed,Fun,all
